prdtypecode,text,clean_text,codes
1560,"ice,cream,outils,popsicle,moule,glace,plateaux,lattice,silicone,ice,maker,fournitures,cuisine,cuisine,outils,glacée,popsicle,moule,glace,plateaux,lattice,silicone,machine,gla,ons,bonhomme,neige,feature,tout,neuf,haute,qualité,type,lattice,ice,cream,outils,matériel,silicon,feature,taille,eco,friendly,couleur,blanc,vert,chaud,rose,forfait,rose,bleu,rouge,inclure,pcs,moule,silicone,tons,pcs,sucettes","['ice', 'cream', 'outils', 'popsicle', 'moule', 'glace', 'plateaux', 'lattice', 'silicone', 'ice', 'maker', 'fournitures', 'cuisine', 'cuisine', 'outils', 'glacée', 'popsicle', 'moule', 'glace', 'plateaux', 'lattice', 'silicone', 'machine', 'gla', 'ons', 'bonhomme', 'neige', 'feature', 'tout', 'neuf', 'haute', 'qualité', 'type', 'lattice', 'ice', 'cream', 'outils', 'matériel', 'silicon', 'feature', 'taille', 'eco', 'friendly', 'couleur', 'blanc', 'vert', 'chaud', 'rose', 'forfait', 'rose', 'bleu', 'rouge', 'inclure', 'pcs', 'moule', 'silicone', 'tons', 'pcs', 'sucettes']",13
2705,"ermitage,mont,cindre,lyon,","['ermitage', 'mont', 'cindre', 'lyon']",25
50,"contr,charge,double,usb,station,recharge,rapide,indicateur,playstation,tenales,contr,charge,double,usb,station,recharge,rapide,indicateur,playstation,caractéristiques,contr,charge,keten,usb,station,recharge,rapide,double,double,port,micro,usb,laissez,chargeur,deux,contr,leurs,simultanément,sans,avoir,connecter,syst,quatre,colles,antidérapants,garantir,équilibre,stable,emp,chent,station,charge,mal,déplacement,solidement,store,ports,usb,standard,micro,double,pad,anti,rayures,garder,manette,sans,fil,toute,sécurité,compl,tement,chargée,compatible,withfor,charge,contr,leurs,tim,idéal,sauver,place,stocker,contr,leurs,lorsque,jouez,ports,usb,standard,micro,double,tampon,anti,rayures,garder,manette,sans,fil,enti,rement,chargée,produit,compatible,spécifications,tension,entrée,matériel","['contr', 'charge', 'double', 'usb', 'station', 'recharge', 'rapide', 'indicateur', 'playstation', 'tenales', 'contr', 'charge', 'double', 'usb', 'station', 'recharge', 'rapide', 'indicateur', 'playstation', 'caractéristiques', 'contr', 'charge', 'keten', 'usb', 'station', 'recharge', 'rapide', 'double', 'double', 'port', 'micro', 'usb', 'laissez', 'chargeur', 'deux', 'contr', 'leurs', 'simultanément', 'sans', 'avoir', 'connecter', 'syst', 'quatre', 'colles', 'antidérapants', 'garantir', 'équilibre', 'stable', 'emp', 'chent', 'station', 'charge', 'mal', 'déplacement', 'solidement', 'store', 'ports', 'usb', 'standard', 'micro', 'double', 'pad', 'anti', 'rayures', 'garder', 'manette', 'sans', 'fil', 'toute', 'sécurité', 'compl', 'tement', 'chargée', 'compatible', 'withfor', 'charge', 'contr', 'leurs', 'tim', 'idéal', 'sauver', 'place', 'stocker', 'contr', 'leurs', 'lorsque', 'jouez', 'ports', 'usb', 'standard', 'micro', 'double', 'tampon', 'anti', 'rayures', 'garder', 'manette', 'sans', 'fil', 'enti', 'rement', 'chargée', 'produit', 'compatible', 'spécifications', 'tension', 'entrée', 'matériel']",2
60,"double,joystick,pouces,plus,joueurs,jeu,poche,mémoire,console,jeu,vidéo,types,multimédia,jeux,classiques,nom,marque,owllon,affichage,couleur,oui,taille,écran,ecran,tactile,numéro,mod,plus,paquet,oui,communication,usb","['double', 'joystick', 'pouces', 'plus', 'joueurs', 'jeu', 'poche', 'mémoire', 'console', 'jeu', 'vidéo', 'types', 'multimédia', 'jeux', 'classiques', 'nom', 'marque', 'owllon', 'affichage', 'couleur', 'oui', 'taille', 'écran', 'ecran', 'tactile', 'numéro', 'mod', 'plus', 'paquet', 'oui', 'communication', 'usb']",3
1280,"géométrie,jouets,créatif,bloc,jouet,educatif,cadeau,anniversaire,enfant,magideal,description,jouet,construction,con,comme,jolie,past,contient,petites,couleurs,différentes,fabriqué,bois,haute,qualité,sablé,main,soin,obtenir,bords,lisses,sans,bavure,peint,peinture,écologique,base,eau,enfants,con,enfants,améliorent,perception,visuelle,développent,coordination,main,développent,capacité,observation,créativité,couleurs,vives,aident,attirer,attention,enfants,aimeraient,passer,temps,jouet,grand,jouet,éducatif,précoce,enfants,fait,également,cadeau,parfait,enfants,spécification,matériel,bois,tableau,tailles,taille,env,pouces,forfait,comprend,ensemble,blocs,construction,past,remarque,raison,différence,entre,différents,moniteurs,image,peut,refléter,couleur,réelle,élément,raison,mesure,manuelle,peut,avoir,erreur,taille,pla,veuillez,comprendre","['géométrie', 'jouets', 'créatif', 'bloc', 'jouet', 'educatif', 'cadeau', 'anniversaire', 'enfant', 'magideal', 'description', 'jouet', 'construction', 'con', 'comme', 'jolie', 'past', 'contient', 'petites', 'couleurs', 'différentes', 'fabriqué', 'bois', 'haute', 'qualité', 'sablé', 'main', 'soin', 'obtenir', 'bords', 'lisses', 'sans', 'bavure', 'peint', 'peinture', 'écologique', 'base', 'eau', 'enfants', 'con', 'enfants', 'améliorent', 'perception', 'visuelle', 'développent', 'coordination', 'main', 'développent', 'capacité', 'observation', 'créativité', 'couleurs', 'vives', 'aident', 'attirer', 'attention', 'enfants', 'aimeraient', 'passer', 'temps', 'jouet', 'grand', 'jouet', 'éducatif', 'précoce', 'enfants', 'fait', 'également', 'cadeau', 'parfait', 'enfants', 'spécification', 'matériel', 'bois', 'tableau', 'tailles', 'taille', 'env', 'pouces', 'forfait', 'comprend', 'ensemble', 'blocs', 'construction', 'past', 'remarque', 'raison', 'différence', 'entre', 'différents', 'moniteurs', 'image', 'peut', 'refléter', 'couleur', 'réelle', 'élément', 'raison', 'mesure', 'manuelle', 'peut', 'avoir', 'erreur', 'taille', 'pla', 'veuillez', 'comprendre']",7
1560,"doauhao,antidérapante,multi,usages,porte,crochet,garde,robe,sac,crochet,fort,crochet,non,marquage,multifonction,crochet,antidérapante,porte,rack,stockage,accrochage,crochet,suspension,armoire,technologie,anti,dérapante,ingénierie,plastique,abs,vadrouille,fermement,coincé,nuisent,vadrouille,forte,capacité,portante,fracture,anti,chute,applicable,nombreuses,occasions,cuisine,balcon,salon,salle,bains,toutes,applicables,crochet,flexible,économiser,espace,pouvez,également,ouvrir,accrocher,objets,pratique,pratique,champ,application,peut,suspendre,serpilli,res,balais,pelles,autres,outils,ménage,forme,tige,spécification,matériel,abs,couleur,blanc,taille,notes,raison,différents,effets,moniteur,lumi,couleur,réelle,élément,peut,tre,lég,rement,différente,couleur,montré,photos,remercie,pla,pardonnez,léger,écart,mesure,raison,mesure,manuelle,forfait,comprend,support,rangement","['doauhao', 'antidérapante', 'multi', 'usages', 'porte', 'crochet', 'garde', 'robe', 'sac', 'crochet', 'fort', 'crochet', 'non', 'marquage', 'multifonction', 'crochet', 'antidérapante', 'porte', 'rack', 'stockage', 'accrochage', 'crochet', 'suspension', 'armoire', 'technologie', 'anti', 'dérapante', 'ingénierie', 'plastique', 'abs', 'vadrouille', 'fermement', 'coincé', 'nuisent', 'vadrouille', 'forte', 'capacité', 'portante', 'fracture', 'anti', 'chute', 'applicable', 'nombreuses', 'occasions', 'cuisine', 'balcon', 'salon', 'salle', 'bains', 'toutes', 'applicables', 'crochet', 'flexible', 'économiser', 'espace', 'pouvez', 'également', 'ouvrir', 'accrocher', 'objets', 'pratique', 'pratique', 'champ', 'application', 'peut', 'suspendre', 'serpilli', 'res', 'balais', 'pelles', 'autres', 'outils', 'ménage', 'forme', 'tige', 'spécification', 'matériel', 'abs', 'couleur', 'blanc', 'taille', 'notes', 'raison', 'différents', 'effets', 'moniteur', 'lumi', 'couleur', 'réelle', 'élément', 'peut', 'tre', 'lég', 'rement', 'différente', 'couleur', 'montré', 'photos', 'remercie', 'pla', 'pardonnez', 'léger', 'écart', 'mesure', 'raison', 'mesure', 'manuelle', 'forfait', 'comprend', 'support', 'rangement']",13
2583,"parfum,spa,articul,senteur,lavande,aloé,gingembre,pharmaspa,pharmaspa,utilise,huiles,essentielles,fabrication,parfums,spa,selon,utilisation,fait,elles,peuvent,avoir,vertus,thérapeutiques,articul,composé,huile,essentielle,lavande,connue,soulager,stress,aloé,peut,soulager,articulations,gingembre,parfum,agréable,doux,permettra,relaxer,suffit,verser,bouchons,eau,spa,places,profiter,leurs,bienfaits,contenance","['parfum', 'spa', 'articul', 'senteur', 'lavande', 'aloé', 'gingembre', 'pharmaspa', 'pharmaspa', 'utilise', 'huiles', 'essentielles', 'fabrication', 'parfums', 'spa', 'selon', 'utilisation', 'fait', 'elles', 'peuvent', 'avoir', 'vertus', 'thérapeutiques', 'articul', 'composé', 'huile', 'essentielle', 'lavande', 'connue', 'soulager', 'stress', 'aloé', 'peut', 'soulager', 'articulations', 'gingembre', 'parfum', 'agréable', 'doux', 'permettra', 'relaxer', 'suffit', 'verser', 'bouchons', 'eau', 'spa', 'places', 'profiter', 'leurs', 'bienfaits', 'contenance']",23
2583,"cellule,compatible,paramount,culot,noir,autonettoyante,plaques,cellule,paramount,électrode,ble,longueur,grilles","['cellule', 'compatible', 'paramount', 'culot', 'noir', 'autonettoyante', 'plaques', 'cellule', 'paramount', 'électrode', 'ble', 'longueur', 'grilles']",23
2280,"bugs,bunny,mag,découvre,fonds,marins,","['bugs', 'bunny', 'mag', 'découvre', 'fonds', 'marins']",18
2585,"pcs,durables,ronde,plus,perforateur,béton,masonary,drill,bit,bore,pcs,durables,ronde,plus,marteau,béton,masonary,drill,couronnes,forage,caractéristiques,corps,acier,chromé,soudée,alliage,foret,solide,durable,bord,coupe,forte,rend,processus,per,age,devient,facile,pratique,conception,tige,droite,adapté,marteau,électrique,seulement,applicable,béton,forage,onnerie,autres,matériaux,trois,tailles,savoir,inch,inch,inch,longueur,inch,spécifications,point,type,matériaux,che,acier,chromé,alliage,quantité,pcs,poids,paquet,longueur,inch,trois,tailles,inch,inch,inch,paquet,contient,che,foret,foret","['pcs', 'durables', 'ronde', 'plus', 'perforateur', 'béton', 'masonary', 'drill', 'bit', 'bore', 'pcs', 'durables', 'ronde', 'plus', 'marteau', 'béton', 'masonary', 'drill', 'couronnes', 'forage', 'caractéristiques', 'corps', 'acier', 'chromé', 'soudée', 'alliage', 'foret', 'solide', 'durable', 'bord', 'coupe', 'forte', 'rend', 'processus', 'per', 'age', 'devient', 'facile', 'pratique', 'conception', 'tige', 'droite', 'adapté', 'marteau', 'électrique', 'seulement', 'applicable', 'béton', 'forage', 'onnerie', 'autres', 'matériaux', 'trois', 'tailles', 'savoir', 'inch', 'inch', 'inch', 'longueur', 'inch', 'spécifications', 'point', 'type', 'matériaux', 'che', 'acier', 'chromé', 'alliage', 'quantité', 'pcs', 'poids', 'paquet', 'longueur', 'inch', 'trois', 'tailles', 'inch', 'inch', 'inch', 'paquet', 'contient', 'che', 'foret', 'foret']",24
1281,"enfants,bois,puzzle,jouets,apprentissage,éducation,puzzles,enfants,bois,piece,puzzle,jouets,éducation,enfants,apprentissage,puzzles,jouets,caractéristiques,tout,neuf,haute,quantité,régler,ceci,jeunes,enfants,puzzles,formation,produit,vise,imagination,enfants,formation,coordination,main,reconnaissance,forme,couleur,apprend,dextérité,coordination,peintures,non,toxiques,bois,haute,qualité,fit,ans,matériel,bébé,bois,taille,cmx,forfait,comprend,jeu,enfants,bois,piece,puzzle,jouets,enfants,éducation,apprentissage,puzzles,sans,emballage,détail","['enfants', 'bois', 'puzzle', 'jouets', 'apprentissage', 'éducation', 'puzzles', 'enfants', 'bois', 'piece', 'puzzle', 'jouets', 'éducation', 'enfants', 'apprentissage', 'puzzles', 'jouets', 'caractéristiques', 'tout', 'neuf', 'haute', 'quantité', 'régler', 'ceci', 'jeunes', 'enfants', 'puzzles', 'formation', 'produit', 'vise', 'imagination', 'enfants', 'formation', 'coordination', 'main', 'reconnaissance', 'forme', 'couleur', 'apprend', 'dextérité', 'coordination', 'peintures', 'non', 'toxiques', 'bois', 'haute', 'qualité', 'fit', 'ans', 'matériel', 'bébé', 'bois', 'taille', 'cmx', 'forfait', 'comprend', 'jeu', 'enfants', 'bois', 'piece', 'puzzle', 'jouets', 'enfants', 'éducation', 'apprentissage', 'puzzles', 'sans', 'emballage', 'détail']",8
10,"management,multi,dimensionnel,direction,interection,motivation,sous,pression,environnement,économique,dirigeants,cadres,agents,trise,doivent,aujourd,hui,plus,hier,encore,posséder,utiliser,pleinement,multiples,dimensions,métier,manager,faut,piloter,société,service,également,mobiliser,fédérer,intelligences,initiatives,personnes,constituent,entreprise,donnent,vie,doivent,tre,efficaces,non,plus,malgré,diversité,humaine,richesse,comportements,ouvrage,donne,recette,nouvelle,englobe,ensemble,facettes,management,propose,méthodes,opératoires,fois,universelles,interactives,développer,organiser,faire,évoluer,entreprise,partir,nombreux,schémas,autos,tests,réflexion,livre,incite,manger,réfléchir,propres,comportements,habitudes,attitudes,psychologiques,mieux,susciter,motivation,collaborateurs","['management', 'multi', 'dimensionnel', 'direction', 'interection', 'motivation', 'sous', 'pression', 'environnement', 'économique', 'dirigeants', 'cadres', 'agents', 'trise', 'doivent', 'aujourd', 'hui', 'plus', 'hier', 'encore', 'posséder', 'utiliser', 'pleinement', 'multiples', 'dimensions', 'métier', 'manager', 'faut', 'piloter', 'société', 'service', 'également', 'mobiliser', 'fédérer', 'intelligences', 'initiatives', 'personnes', 'constituent', 'entreprise', 'donnent', 'vie', 'doivent', 'tre', 'efficaces', 'non', 'plus', 'malgré', 'diversité', 'humaine', 'richesse', 'comportements', 'ouvrage', 'donne', 'recette', 'nouvelle', 'englobe', 'ensemble', 'facettes', 'management', 'propose', 'méthodes', 'opératoires', 'fois', 'universelles', 'interactives', 'développer', 'organiser', 'faire', 'évoluer', 'entreprise', 'partir', 'nombreux', 'schémas', 'autos', 'tests', 'réflexion', 'livre', 'incite', 'manger', 'réfléchir', 'propres', 'comportements', 'habitudes', 'attitudes', 'psychologiques', 'mieux', 'susciter', 'motivation', 'collaborateurs']",0
2280,"action,francaise,assassinat,policier,philippe,confrontations,juin,juillet,neuvieme,article,leon,daudet,formules,gressent,echos,politique,territoires,lacere,","['action', 'francaise', 'assassinat', 'policier', 'philippe', 'confrontations', 'juin', 'juillet', 'neuvieme', 'article', 'leon', 'daudet', 'formules', 'gressent', 'echos', 'politique', 'territoires', 'lacere']",18
1560,"three,dimensional,cool,scenic,shower,curtain,toilet,cushion,setshpp,pcs,non,slip,toilet,polyester,cover,mat,set,bathroom,shower,curtain,product,selling,points,soft,comfortable,feeling,pvc,mesh,bottom,non,toxic,odorless,moldy,easy,absorb,water,dust,nontoxic,good,ventilation,easy,clean,shed,fade,back,avoid,direct,sunlight,prevent,water,splashing,outside,shower,protect,privacy,people,images,imprinted,using,heat,dye,sublimation,technique,lasting,effects,designed,fit,bath,tubs,prevent,water,splashing,shower,stall,ideally,suits,standard,sized,bathrooms,hang,steel,tube,description,material,polyester,fibersize,shown,figurecolor,abcdefgh,package,included,non,slip,toilet,polyester,cover,mat,set,bathroom,shower,curtain","['three', 'dimensional', 'cool', 'scenic', 'shower', 'curtain', 'toilet', 'cushion', 'setshpp', 'pcs', 'non', 'slip', 'toilet', 'polyester', 'cover', 'mat', 'set', 'bathroom', 'shower', 'curtain', 'product', 'selling', 'points', 'soft', 'comfortable', 'feeling', 'pvc', 'mesh', 'bottom', 'non', 'toxic', 'odorless', 'moldy', 'easy', 'absorb', 'water', 'dust', 'nontoxic', 'good', 'ventilation', 'easy', 'clean', 'shed', 'fade', 'back', 'avoid', 'direct', 'sunlight', 'prevent', 'water', 'splashing', 'outside', 'shower', 'protect', 'privacy', 'people', 'images', 'imprinted', 'using', 'heat', 'dye', 'sublimation', 'technique', 'lasting', 'effects', 'designed', 'fit', 'bath', 'tubs', 'prevent', 'water', 'splashing', 'shower', 'stall', 'ideally', 'suits', 'standard', 'sized', 'bathrooms', 'hang', 'steel', 'tube', 'description', 'material', 'polyester', 'fibersize', 'shown', 'figurecolor', 'abcdefgh', 'package', 'included', 'non', 'slip', 'toilet', 'polyester', 'cover', 'mat', 'set', 'bathroom', 'shower', 'curtain']",13
2585,"spikes,acier,inoxydable,oiseaux,pigeons,autres,petits,oiseaux,couvre,pieds,langdidi,spikes,oiseaux,acier,inoxydable,pigeons,autres,petits,oiseaux,couvre,pieds,longueur,description,efficace,humane,longueur,pieds,large,couverture,moyens,dissuasion,sécurité,solution,anti,oiseaux,permanents,plus,compacts,autres,nuira,oiseaux,fait,durable,acier,inoxydable,anti,base,résistant,rouille,distinguent,polycarbonate,souple,imputrescible,fast,facile,installer,insérez,tous,oiseaux,pointes,trous,base,minutes,fixer,vis,colles,attaches,plus,outils,nécessaires,flexible,base,wide,usage,cette,pointe,peut,pencher,bien,toits,murs,barri,autres,surfaces,irréguli,res,arr,tant,moineaux,pigeons,mouettes,vautours,rapaces,débarquement,imbrication,specification,garantie,durée,totale,pieds,base,pointes,inclus,pointes,oiseaux,acier,inoxydable","['spikes', 'acier', 'inoxydable', 'oiseaux', 'pigeons', 'autres', 'petits', 'oiseaux', 'couvre', 'pieds', 'langdidi', 'spikes', 'oiseaux', 'acier', 'inoxydable', 'pigeons', 'autres', 'petits', 'oiseaux', 'couvre', 'pieds', 'longueur', 'description', 'efficace', 'humane', 'longueur', 'pieds', 'large', 'couverture', 'moyens', 'dissuasion', 'sécurité', 'solution', 'anti', 'oiseaux', 'permanents', 'plus', 'compacts', 'autres', 'nuira', 'oiseaux', 'fait', 'durable', 'acier', 'inoxydable', 'anti', 'base', 'résistant', 'rouille', 'distinguent', 'polycarbonate', 'souple', 'imputrescible', 'fast', 'facile', 'installer', 'insérez', 'tous', 'oiseaux', 'pointes', 'trous', 'base', 'minutes', 'fixer', 'vis', 'colles', 'attaches', 'plus', 'outils', 'nécessaires', 'flexible', 'base', 'wide', 'usage', 'cette', 'pointe', 'peut', 'pencher', 'bien', 'toits', 'murs', 'barri', 'autres', 'surfaces', 'irréguli', 'res', 'arr', 'tant', 'moineaux', 'pigeons', 'mouettes', 'vautours', 'rapaces', 'débarquement', 'imbrication', 'specification', 'garantie', 'durée', 'totale', 'pieds', 'base', 'pointes', 'inclus', 'pointes', 'oiseaux', 'acier', 'inoxydable']",24
1920,"nouvelle,géométrique,taie,taie,canapé,décoratif,coussin,oreiller,shen,nouvelle,géométrique,taie,taie,canapé,décoratif,coussin,caractéristiques,peut,tre,bonne,décoration,bureau,maison,voiture,café,boutique,biblioth,etc,matériel,durable,technologie,impression,haute,qualité,beau,travail,convient,oreiller,carré,lavable,facile,changer,noyau,oreiller,type,coussin,forme,tier,carré,matériel,linen,taille,env,forfait,comprenant,taie,oreiller,notes,raison,lumi,différence,réglage,écran,couleur,élément,peut,tre,lég,rement,différent,images,pla,permettre,lég,différence,dimension,raison,différentes,mesures,manuelles","['nouvelle', 'géométrique', 'taie', 'taie', 'canapé', 'décoratif', 'coussin', 'oreiller', 'shen', 'nouvelle', 'géométrique', 'taie', 'taie', 'canapé', 'décoratif', 'coussin', 'caractéristiques', 'peut', 'tre', 'bonne', 'décoration', 'bureau', 'maison', 'voiture', 'café', 'boutique', 'biblioth', 'etc', 'matériel', 'durable', 'technologie', 'impression', 'haute', 'qualité', 'beau', 'travail', 'convient', 'oreiller', 'carré', 'lavable', 'facile', 'changer', 'noyau', 'oreiller', 'type', 'coussin', 'forme', 'tier', 'carré', 'matériel', 'linen', 'taille', 'env', 'forfait', 'comprenant', 'taie', 'oreiller', 'notes', 'raison', 'lumi', 'différence', 'réglage', 'écran', 'couleur', 'élément', 'peut', 'tre', 'lég', 'rement', 'différent', 'images', 'pla', 'permettre', 'lég', 'différence', 'dimension', 'raison', 'différentes', 'mesures', 'manuelles']",14
2220,"fun,chien,caoutchouc,mignon,brown,football,molar,formation,jouet,sweetheart,fun,pet,dog,mignon,caoutchouc,brown,football,molar,formation,toyspecifications,tout,neuf,haute,qualityquantity,pctoys,type,squeak,toysmaterial,rubbercolor,brownsize,laissez,tomber,animal,compagnie,amour,sportskeep,bonne,humeur,paquet,jouet,animaux,domestiques","['fun', 'chien', 'caoutchouc', 'mignon', 'brown', 'football', 'molar', 'formation', 'jouet', 'sweetheart', 'fun', 'pet', 'dog', 'mignon', 'caoutchouc', 'brown', 'football', 'molar', 'formation', 'toyspecifications', 'tout', 'neuf', 'haute', 'qualityquantity', 'pctoys', 'type', 'squeak', 'toysmaterial', 'rubbercolor', 'brownsize', 'laissez', 'tomber', 'animal', 'compagnie', 'amour', 'sportskeep', 'bonne', 'humeur', 'paquet', 'jouet', 'animaux', 'domestiques']",17
1920,"nappe,toile,cirée,tre,collection,faux,beton,confectionnez,nappe,taille,table,metre,jusqu,metres,long,toile,cirée,vendue,tre,dimension,largeur,longeur,demande,exemple,ajouter,quantité,tre,quantité,livré,seul,tenant,mati,pvc,facile,entretien,nettoyez,coup,éponge,livrer,pliée,petite,astuce,nappe,detendra,chaleur,plis,disparaitront","['nappe', 'toile', 'cirée', 'tre', 'collection', 'faux', 'beton', 'confectionnez', 'nappe', 'taille', 'table', 'metre', 'jusqu', 'metres', 'long', 'toile', 'cirée', 'vendue', 'tre', 'dimension', 'largeur', 'longeur', 'demande', 'exemple', 'ajouter', 'quantité', 'tre', 'quantité', 'livré', 'seul', 'tenant', 'mati', 'pvc', 'facile', 'entretien', 'nettoyez', 'coup', 'éponge', 'livrer', 'pliée', 'petite', 'astuce', 'nappe', 'detendra', 'chaleur', 'plis', 'disparaitront']",14
2582,"lot,pots,fleurs,bambou,doublure,nylon,lot,beaux,pots,fleurs,convient,différentes,plantes,eye,catcher,jardin,patio,terrasse,pots,fleurs,bambou,résistant,intempéries,eau,rendant,durables,stables,utilisation,plein,air,toute,année,ensemble,comprend,pots,fleurs,différentes,tailles,permettant,choisir,plus,adapté,plantes,doublure,nylon,maintient,terre,emp,che,évacuation,eau,livraison,comprend,pots,fleurs,tailles,différentes,matériau,bambou,dimensions,pots,grand,moyen,petit,livraison,comprend,pots","['lot', 'pots', 'fleurs', 'bambou', 'doublure', 'nylon', 'lot', 'beaux', 'pots', 'fleurs', 'convient', 'différentes', 'plantes', 'eye', 'catcher', 'jardin', 'patio', 'terrasse', 'pots', 'fleurs', 'bambou', 'résistant', 'intempéries', 'eau', 'rendant', 'durables', 'stables', 'utilisation', 'plein', 'air', 'toute', 'année', 'ensemble', 'comprend', 'pots', 'fleurs', 'différentes', 'tailles', 'permettant', 'choisir', 'plus', 'adapté', 'plantes', 'doublure', 'nylon', 'maintient', 'terre', 'emp', 'che', 'évacuation', 'eau', 'livraison', 'comprend', 'pots', 'fleurs', 'tailles', 'différentes', 'matériau', 'bambou', 'dimensions', 'pots', 'grand', 'moyen', 'petit', 'livraison', 'comprend', 'pots']",22
2403,"carte,shell,rhin,meuse,","['carte', 'shell', 'rhin', 'meuse']",19
2060,"bricolage,diamant,peinture,broderie,partie,diamant,rond,home,décor,cadeau,amp,nbsp,bricolage,diamant,peinture,broderie,partie,ronde,amp,nbsp,diamant,home,décor,cadeau,caractéristiques,quantité,peinture,bricolage,créatif,résine,paillettes,résine,paillettes,résine,unique,éblouissante,éblouissante,brille,lumi,plus,populaire,décoration,bricolage,richesse,décoration,maison,broderie,diamant,chance,parfaitement,décoré,salon,chambre,coucher,correspondre,différents,matériaux,décoration,diamant,toile,taille,cmx,cmx,cmx,cmx,cmx,cmx,cmx,cmx,cmx,marches,ouvrez,vérifiez,diamant,dessiner,outils,spéciaux,voir,couleur,diamant,résine,disposées,ordre,codage,dessin,bande,dessus,uncover,verrez,beaucoup,symboles,correspondant,code,couleur,selon,pince,code,couleur,correspondant,correspondant,diamants,incrustés,résine,suggéré,type,diamant,résine,série,compl,plus,rapide,afin,créer,peinture,diamant,parfait,dessins,réunis,seul,endroit,tous,symboles,ligne,doivent,rester,coincé,diamants,couper,bonne,figure,dessins,tenir,tableau,trié,monté,plan,matériau,dessus,épissures,besoin,plat,contre,net,avoir,fissures,apr,bon,combat,reste,écart,symboles,diamants,correspondant,colle,terminer,bon,dessin,diamant,mettre,sélection,cadre,approprié,remarque,produit,non,inclus,frame,juste,cadre,canvas,please,roulé,lunettes,bois,accrocher,maison,comme,décoration,ornements,contenu,coffret","['bricolage', 'diamant', 'peinture', 'broderie', 'partie', 'diamant', 'rond', 'home', 'décor', 'cadeau', 'amp', 'nbsp', 'bricolage', 'diamant', 'peinture', 'broderie', 'partie', 'ronde', 'amp', 'nbsp', 'diamant', 'home', 'décor', 'cadeau', 'caractéristiques', 'quantité', 'peinture', 'bricolage', 'créatif', 'résine', 'paillettes', 'résine', 'paillettes', 'résine', 'unique', 'éblouissante', 'éblouissante', 'brille', 'lumi', 'plus', 'populaire', 'décoration', 'bricolage', 'richesse', 'décoration', 'maison', 'broderie', 'diamant', 'chance', 'parfaitement', 'décoré', 'salon', 'chambre', 'coucher', 'correspondre', 'différents', 'matériaux', 'décoration', 'diamant', 'toile', 'taille', 'cmx', 'cmx', 'cmx', 'cmx', 'cmx', 'cmx', 'cmx', 'cmx', 'cmx', 'marches', 'ouvrez', 'vérifiez', 'diamant', 'dessiner', 'outils', 'spéciaux', 'voir', 'couleur', 'diamant', 'résine', 'disposées', 'ordre', 'codage', 'dessin', 'bande', 'dessus', 'uncover', 'verrez', 'beaucoup', 'symboles', 'correspondant', 'code', 'couleur', 'selon', 'pince', 'code', 'couleur', 'correspondant', 'correspondant', 'diamants', 'incrustés', 'résine', 'suggéré', 'type', 'diamant', 'résine', 'série', 'compl', 'plus', 'rapide', 'afin', 'créer', 'peinture', 'diamant', 'parfait', 'dessins', 'réunis', 'seul', 'endroit', 'tous', 'symboles', 'ligne', 'doivent', 'rester', 'coincé', 'diamants', 'couper', 'bonne', 'figure', 'dessins', 'tenir', 'tableau', 'trié', 'monté', 'plan', 'matériau', 'dessus', 'épissures', 'besoin', 'plat', 'contre', 'net', 'avoir', 'fissures', 'apr', 'bon', 'combat', 'reste', 'écart', 'symboles', 'diamants', 'correspondant', 'colle', 'terminer', 'bon', 'dessin', 'diamant', 'mettre', 'sélection', 'cadre', 'approprié', 'remarque', 'produit', 'non', 'inclus', 'frame', 'juste', 'cadre', 'canvas', 'please', 'roulé', 'lunettes', 'bois', 'accrocher', 'maison', 'comme', 'décoration', 'ornements', 'contenu', 'coffret']",16
